SiteVisit_ID,SiteID,Year,Month,Day,Species_Code,AGE,Errors,Removal_Passes,Pass1,Pass2,Pass3,Pass4,Pass5,Pass6,Pass7,Pass8,Pass9,MLE_loops,Total_Catch,Pop_Est,Capture_Prob,Pop_Est_VAR,Pop_Est_SE,Capture_Prob_VAR,Capture_Prob_SE,T-Value,Pop_Est_CI_Lower,Pop_Est_CI_Upper,Capture_Prob_CI_Lower,Capture_Prob_CI_Upper,Chi_Square,Current,UserCriteria,RunDateTime
2008-06-23_F_2F072,F_2F072,2008,6,23,TOS,All,NA,3,19,3,1,NA,NA,NA,NA,NA,NA,1,23,23,0.821428571,0.16380121,0.404723622,0.006552048,0.080944724,1.960000038,22.2067417,23.7932583,0.662776912,0.980080231,0.305094376,FALSE,NA,11/7/2012
2008-06-25_F_1F001,F_1F001,2008,6,25,BHC,All,Invalid Dataset,3,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_1F001,F_1F001,2008,6,25,BKD,All,NA,3,157,37,16,NA,NA,NA,NA,NA,NA,5,210,214,0.721649485,7.599713664,2.756757817,0.00111542,0.033397897,1.960000038,208.5967547,219.4032453,0.656189607,0.787109362,2.238674444,FALSE,NA,11/7/2012
2008-06-25_F_1F001,F_1F001,2008,6,25,BKT,All,NA,3,33,8,2,NA,NA,NA,NA,NA,NA,1,43,43,0.781818182,0.616014333,0.784865805,0.004277877,0.065405484,1.960000038,41.46166302,44.53833698,0.653623434,0.91001293,0.176178515,FALSE,NA,11/7/2012
2008-06-25_F_2F255,F_2F255,2008,6,25,BKT,All,NA,3,130,51,17,NA,NA,NA,NA,NA,NA,11,198,208,0.632587859,23.50716298,4.848418607,0.001610676,0.040133231,1.960000038,198.4970995,217.5029005,0.553926727,0.711248992,0.198106382,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,AME,All,NA,3,2,0,1,NA,NA,NA,NA,NA,NA,1,3,3,0.6,0.502415459,0.708812711,0.125603865,0.354406355,1.960000038,1.610727087,4.389272913,-0.094636457,1.294636457,2.51557265,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,BKD,All,NA,3,38,16,9,NA,NA,NA,NA,NA,NA,7,63,69,0.547826087,21.3325416,4.618716445,0.006576864,0.081097864,1.960000038,59.94731577,78.05268423,0.388874274,0.7067779,0.282283458,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,BKT,All,NA,3,36,10,10,NA,NA,NA,NA,NA,NA,6,56,61,0.554455446,17.45834064,4.17831792,0.007265982,0.08524073,1.960000038,52.81049688,69.18950312,0.387383615,0.721527276,3.456593063,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,BRT,All,NA,3,21,6,2,NA,NA,NA,NA,NA,NA,1,29,29,0.743589744,0.751713597,0.867014185,0.007517136,0.086701418,1.960000038,27.3006522,30.6993478,0.573654963,0.913524524,0.302330715,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,LGD,All,Invalid Dataset,3,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_2FVA10,F_2FVA10,2008,6,25,TOS,All,NA,3,16,9,3,NA,NA,NA,NA,NA,NA,3,28,30,0.571428571,7.041153169,2.653517132,0.013908451,0.117934095,1.960000038,24.79910642,35.20089358,0.340277746,0.802579397,0.459879322,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,AME,All,NA,3,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,0.5,0.538461538,0.733799386,0.538461538,0.733799386,1.960000038,-0.438246796,2.438246796,-0.938246796,1.938246796,2.892857143,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,BHC,All,Invalid Dataset,3,5,0,0,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,BKD,All,NA,3,197,81,66,NA,NA,NA,NA,NA,NA,65,344,408,0.459279039,353.2278848,18.79435779,0.001530881,0.039126477,1.960000038,371.1630587,444.8369413,0.382591144,0.535966934,6.865074449,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,BKT,All,NA,3,2,5,1,NA,NA,NA,NA,NA,NA,3,8,10,0.380952381,22.26184957,4.718246451,0.084305229,0.290353628,1.960000038,0.752236956,19.24776304,-0.188140729,0.950045491,3.981805712,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,BRT,All,NA,3,16,14,5,NA,NA,NA,NA,NA,NA,8,35,42,0.4375,47.02805284,6.857700259,0.01612759,0.126994449,1.960000038,28.55890749,55.44109251,0.188590879,0.686409121,1.726367523,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,LGD,All,NA,3,29,16,14,NA,NA,NA,NA,NA,NA,23,59,81,0.349112426,270.4117662,16.4442016,0.011856983,0.108889775,1.960000038,48.76936486,113.2306351,0.135688467,0.562536385,0.675373478,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,MRD,All,Invalid Dataset,3,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,MTS,All,NA,3,186,146,115,NA,NA,NA,NA,NA,NA,411,447,857,0.217730151,20071.7808,141.6749124,0.002117133,0.046012318,1.960000038,579.3171717,1134.682828,0.127546008,0.307914294,0.00784876,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,RYD,All,NA,3,88,15,21,NA,NA,NA,NA,NA,NA,8,124,131,0.613861386,18.58336763,4.310843031,0.002736755,0.052314008,1.960000038,122.5507477,139.4492523,0.51132593,0.716396842,15.78545037,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,TED,All,NA,3,5,4,1,NA,NA,NA,NA,NA,NA,1,10,10,0.625,1.239763314,1.113446592,0.03443787,0.185574432,1.960000038,7.817644679,12.18235532,0.261274113,0.988725887,1.466457975,FALSE,NA,11/7/2012
2008-06-25_F_2FVA8,F_2FVA8,2008,6,25,TOS,All,NA,3,252,140,88,NA,NA,NA,NA,NA,NA,118,480,597,0.418482999,839.216494,28.96923358,0.001219428,0.034920309,1.960000038,540.2203022,653.7796978,0.350039194,0.486926805,0.357491174,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,AME,All,NA,3,3,1,0,NA,NA,NA,NA,NA,NA,1,4,4,0.8,0.042119565,0.205230517,0.042119565,0.205230517,1.960000038,3.597748186,4.402251814,0.397748186,1.202251814,0.343258065,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,BHC,All,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,1,3,3,0.6,0.502415459,0.708812711,0.125603865,0.354406355,1.960000038,1.610727087,4.389272913,-0.094636457,1.294636457,2.932239316,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,BKD,All,NA,3,88,56,19,NA,NA,NA,NA,NA,NA,23,163,185,0.504643963,94.39063363,9.71548422,0.002862336,0.053500808,1.960000038,165.9576509,204.0423491,0.399782378,0.609505547,3.033116964,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,BKT,All,Invalid Dataset,3,9,0,0,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,BRT,All,NA,3,13,9,6,NA,NA,NA,NA,NA,NA,9,28,36,0.383561644,77.5782583,8.807852082,0.023175337,0.15223448,1.960000038,18.73660992,53.26339008,0.085182062,0.681941225,0.190129995,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,LGD,All,NA,3,0,7,0,NA,NA,NA,NA,NA,NA,5,7,11,0.269230769,111.7726189,10.57225704,0.12538308,0.354094733,1.960000038,-9.721623801,31.7216238,-0.424794908,0.963256447,15.36119531,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,MRD,All,NA,3,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,0.5,0.538461538,0.733799386,0.538461538,0.733799386,1.960000038,-0.438246796,2.438246796,-0.938246796,1.938246796,2.892857143,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,MTS,All,NA,3,87,61,47,NA,NA,NA,NA,NA,NA,119,195,313,0.276988636,2831.69475,53.21367071,0.004242203,0.065132194,1.960000038,208.7012054,417.2987946,0.149329536,0.404647737,0.108938809,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,RYD,All,NA,3,26,13,4,NA,NA,NA,NA,NA,NA,3,43,45,0.614285714,6.351066441,2.520132227,0.007954832,0.089189865,1.960000038,40.06054084,49.93945916,0.439473579,0.789097849,0.621279009,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,TED,All,ERROR: Run Terminated at population estimate equal to 5 times the total catch.,3,0,4,5,NA,NA,NA,NA,NA,NA,37,9,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-25_F_2FVA9,F_2FVA9,2008,6,25,TOS,All,ERROR: Run Terminated at population estimate equal to 5 times the total catch.,3,0,60,24,NA,NA,NA,NA,NA,NA,337,84,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,AME,All,NA,3,6,3,1,NA,NA,NA,NA,NA,NA,1,10,10,0.666666667,0.738636364,0.859439564,0.029545455,0.171887913,1.960000038,8.315498455,11.68450154,0.329766358,1.003566976,0.443874644,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,BHC,All,NA,3,102,46,7,NA,NA,NA,NA,NA,NA,6,155,160,0.673913043,10.77058497,3.281856939,0.001796967,0.042390652,1.960000038,153.5675604,166.4324396,0.590827365,0.756998722,5.397432793,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,BKD,All,NA,3,248,149,38,NA,NA,NA,NA,NA,NA,43,435,477,0.553435115,138.1511904,11.75377345,0.000932572,0.030538034,1.960000038,453.962604,500.037396,0.493580567,0.613289662,13.25352143,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,BKT,All,NA,3,30,15,10,NA,NA,NA,NA,NA,NA,10,55,64,0.47008547,48.81806768,6.98699275,0.009379132,0.096845918,1.960000038,50.30549421,77.69450579,0.280267471,0.659903469,0.346027012,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,COS,All,NA,3,3,2,0,NA,NA,NA,NA,NA,NA,1,5,5,0.714285714,0.196697248,0.443505634,0.049174312,0.221752817,1.960000038,4.130728957,5.869271043,0.279650193,1.148921236,1.326166833,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,CUM,All,NA,3,2,2,0,NA,NA,NA,NA,NA,NA,1,4,4,0.666666667,0.295454545,0.543557307,0.073863636,0.271778653,1.960000038,2.934627679,5.065372321,0.133980506,1.199352827,1.857549858,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,FAF,All,NA,3,20,9,2,NA,NA,NA,NA,NA,NA,2,31,32,0.659574468,2.586130627,1.608145089,0.009480559,0.09736816,1.960000038,28.84803563,35.15196437,0.468732875,0.850416061,0.599963021,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,LGD,All,NA,3,55,41,25,NA,NA,NA,NA,NA,NA,52,121,172,0.331506849,724.0057762,26.90735543,0.006018333,0.077577917,1.960000038,119.2615834,224.7384166,0.179454133,0.483559566,0.299864239,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,MAM,All,NA,3,6,8,1,NA,NA,NA,NA,NA,NA,3,15,17,0.483870968,11.04095859,3.322793793,0.033577742,0.183242305,1.960000038,10.48732417,23.51267583,0.12471605,0.843025885,4.577748985,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,MRD,All,NA,3,39,33,15,NA,NA,NA,NA,NA,NA,30,87,116,0.367088608,307.4521945,17.53431477,0.007686305,0.087671574,1.960000038,81.63274305,150.3672569,0.195252323,0.538924892,1.909230861,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,MTS,All,NA,3,365,206,93,NA,NA,NA,NA,NA,NA,106,664,769,0.484318016,496.8485922,22.29010077,0.000741086,0.027222898,1.960000038,725.3114025,812.6885975,0.430961136,0.537674896,1.529241408,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,RYD,All,NA,3,121,58,17,NA,NA,NA,NA,NA,NA,14,196,209,0.599388379,35.25755505,5.93780726,0.001806879,0.042507404,1.960000038,197.3618978,220.6381022,0.516073867,0.682702892,1.842993084,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,TED,All,NA,3,1,1,0,NA,NA,NA,NA,NA,NA,1,2,2,0.666666667,0.147727273,0.384353057,0.147727273,0.384353057,1.960000038,1.246668008,2.753331992,-0.086665326,1.419998659,0.928774929,FALSE,NA,11/7/2012
2008-06-26_F_2F093,F_2F093,2008,6,26,TOS,All,NA,3,155,61,31,NA,NA,NA,NA,NA,NA,21,247,267,0.574418605,60.50580246,7.778547581,0.001546202,0.039321775,1.960000038,251.7540467,282.2459533,0.497347925,0.651489284,0.671869098,FALSE,NA,11/7/2012
2008-06-27_F_2FVA4,F_2FVA4,2008,6,27,BKD,All,NA,3,171,55,37,NA,NA,NA,NA,NA,NA,22,263,284,0.578021978,61.68985945,7.854289239,0.001435113,0.037882887,1.960000038,268.6055931,299.3944069,0.503771519,0.652272437,5.290613783,FALSE,NA,11/7/2012
2008-06-27_F_2FVA4,F_2FVA4,2008,6,27,BKT,All,NA,3,219,96,46,NA,NA,NA,NA,NA,NA,37,361,397,0.549467275,120.4178977,10.97350891,0.001136426,0.033710912,1.960000038,375.4919225,418.5080775,0.483393888,0.615540663,0.123481033,FALSE,NA,11/7/2012
2008-06-27_F_2FVA4,F_2FVA4,2008,6,27,LGD,All,NA,3,8,10,5,NA,NA,NA,NA,NA,NA,16,23,38,0.261363636,435.3646069,20.86539256,0.03774982,0.194293129,1.960000038,-2.896169426,78.89616943,-0.119450897,0.642178169,1.379835947,FALSE,NA,11/7/2012
2008-06-30_F_2F075,F_2F075,2008,6,30,BKT,All,NA,3,167,50,33,NA,NA,NA,NA,NA,NA,17,250,266,0.603864734,42.54008614,6.522276147,0.0013971,0.037377797,1.960000038,253.2163388,278.7836612,0.530604251,0.677125217,5.583542248,FALSE,NA,11/7/2012
2008-06-30_F_2F076,F_2F076,2008,6,30,BKT,All,NA,3,98,51,12,NA,NA,NA,NA,NA,NA,11,161,171,0.605263158,26.89387236,5.185930231,0.002162391,0.046501519,1.960000038,160.8355767,181.1644233,0.514120181,0.696406134,3.869131279,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,AME,All,NA,3,4,3,0,NA,NA,NA,NA,NA,NA,1,7,7,0.7,0.334462169,0.578327043,0.037162463,0.192775681,1.960000038,5.866478995,8.133521005,0.322159665,1.077840335,2.203999706,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,BKD,All,NA,3,133,67,48,NA,NA,NA,NA,NA,NA,60,248,307,0.421768707,414.83139,20.36741,0.002341749,0.048391624,1.960000038,267.0798764,346.9201236,0.326921125,0.51661629,1.435319662,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,BKT,All,NA,3,115,51,22,NA,NA,NA,NA,NA,NA,17,188,204,0.567975831,49.85660962,7.060921301,0.002070647,0.045504361,1.960000038,190.1605942,217.8394058,0.478787284,0.657164377,0.031784753,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,FAD,All,NA,3,11,3,2,NA,NA,NA,NA,NA,NA,1,16,16,0.695652174,0.810265574,0.900147529,0.016536032,0.128592504,1.960000038,14.23571084,17.76428916,0.443610866,0.947693482,0.969713409,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,LGD,All,NA,3,14,7,3,NA,NA,NA,NA,NA,NA,2,24,25,0.6,4.186795491,2.046166047,0.015072464,0.122769963,1.960000038,20.98951455,29.01048545,0.359370873,0.840629127,0.398717949,FALSE,NA,11/7/2012
2008-07-01_F_2F135,F_2F135,2008,7,1,TOS,All,NA,3,38,16,11,NA,NA,NA,NA,NA,NA,9,65,73,0.511811024,34.27603228,5.854573621,0.007069491,0.084080266,1.960000038,61.5250357,84.4749643,0.347013702,0.676608346,0.782855334,FALSE,NA,11/7/2012
2008-07-01_F_2FVA5,F_2FVA5,2008,7,1,AME,All,NA,3,1,1,0,NA,NA,NA,NA,NA,NA,1,2,2,0.666666667,0.147727273,0.384353057,0.147727273,0.384353057,1.960000038,1.246668008,2.753331992,-0.086665326,1.419998659,0.928774929,FALSE,NA,11/7/2012
2008-07-01_F_2FVA5,F_2FVA5,2008,7,1,BKD,All,NA,3,26,7,4,NA,NA,NA,NA,NA,NA,2,37,38,0.672727273,2.597332967,1.611624326,0.007600092,0.087178509,1.960000038,34.84121632,41.15878368,0.501857395,0.84359715,0.815198225,FALSE,NA,11/7/2012
2008-07-01_F_2FVA5,F_2FVA5,2008,7,1,BKT,All,NA,3,125,55,30,NA,NA,NA,NA,NA,NA,25,210,234,0.528967254,90.0561609,9.489792458,0.002074135,0.045542676,1.960000038,215.4000068,252.5999932,0.439703609,0.618230899,0.434618988,FALSE,NA,11/7/2012
2008-07-07_F_2F040,F_2F040,2008,7,7,AME,All,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,1,3,3,0.5,1.615384615,1.270977819,0.179487179,0.423659273,1.960000038,0.508883476,5.491116524,-0.330372175,1.330372175,8.678571429,FALSE,NA,11/7/2012
2008-07-07_F_2F040,F_2F040,2008,7,7,BKD,All,NA,3,130,57,25,NA,NA,NA,NA,NA,NA,19,212,230,0.568364611,55.95556444,7.480345208,0.001834035,0.042825633,1.960000038,215.3385234,244.6614766,0.484426371,0.652302852,0.028109537,FALSE,NA,11/7/2012
2008-07-07_F_2F040,F_2F040,2008,7,7,BKT,All,NA,3,170,65,35,NA,NA,NA,NA,NA,NA,24,270,293,0.569620253,70.24175825,8.381035631,0.001433268,0.037858523,1.960000038,276.5731702,309.4268298,0.495417549,0.643822958,1.247534727,FALSE,NA,11/7/2012
2008-07-07_F_2F040,F_2F040,2008,7,7,LGD,All,NA,3,15,12,6,NA,NA,NA,NA,NA,NA,10,33,42,0.392857143,80.66601117,8.981425898,0.019146065,0.138369307,1.960000038,24.39640524,59.60359476,0.121653302,0.664060984,0.534569968,FALSE,NA,11/7/2012
2008-07-07_F_2F050,F_2F050,2008,7,7,BKD,All,NA,3,59,32,15,NA,NA,NA,NA,NA,NA,16,106,121,0.497652582,66.95336108,8.18250335,0.004487927,0.066991995,1.960000038,104.9622934,137.0377066,0.366348273,0.628956892,0.129480954,FALSE,NA,11/7/2012
2008-07-07_F_2F050,F_2F050,2008,7,7,BKT,All,NA,3,60,15,3,NA,NA,NA,NA,NA,NA,1,78,78,0.787878788,1.010609709,1.005290858,0.002291632,0.047870993,1.960000038,76.02962992,79.97037008,0.694051641,0.881705935,0.357499873,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,AME,All,NA,3,3,3,0,NA,NA,NA,NA,NA,NA,1,6,6,0.666666667,0.443181818,0.665719023,0.049242424,0.221906341,1.960000038,4.695190714,7.304809286,0.231730238,1.101603095,2.786324786,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,BHC,All,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,1,9,9,0.6,1.507246377,1.227699628,0.041867955,0.204616605,1.960000038,6.593708729,11.40629127,0.198951455,1.001048545,1.991162393,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,BKD,All,NA,3,119,51,35,NA,NA,NA,NA,NA,NA,32,205,236,0.489260143,143.9595658,11.99831512,0.002371902,0.048702174,1.960000038,212.4833024,259.5166976,0.393803882,0.584716404,1.97776853,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,BKT,All,NA,3,17,11,5,NA,NA,NA,NA,NA,NA,6,33,38,0.47826087,26.34681148,5.132914521,0.015331468,0.123820306,1.960000038,27.93948754,48.06051246,0.235573069,0.72094867,0.324229537,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,BRT,All,NA,3,7,3,0,NA,NA,NA,NA,NA,NA,1,10,10,0.769230769,0.175419162,0.418830708,0.019491018,0.139610236,1.960000038,9.179091813,10.82090819,0.495594707,1.042866832,1.31863425,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,LGD,All,NA,3,23,15,7,NA,NA,NA,NA,NA,NA,9,45,53,0.459183673,45.93641876,6.777641091,0.011789047,0.108577376,1.960000038,39.71582346,66.28417654,0.246372017,0.67199533,0.335432003,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,MAM,All,NA,3,2,1,0,NA,NA,NA,NA,NA,NA,1,3,3,0.75,0.070707071,0.265908012,0.070707071,0.265908012,1.960000038,2.478820297,3.521179703,0.228820297,1.271179703,0.509424603,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,MRD,All,NA,3,3,1,2,NA,NA,NA,NA,NA,NA,1,6,6,0.545454545,1.906876138,1.38089686,0.076275046,0.276179372,1.960000038,3.293442154,8.706557846,0.004142976,1.086766115,2.832696124,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,MTS,All,NA,3,107,62,48,NA,NA,NA,NA,NA,NA,83,217,299,0.349436393,993.9940111,31.52767056,0.003207732,0.056636847,1.960000038,237.2057657,360.7942343,0.238428174,0.460444612,0.908992754,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,RBT,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,RRC,All,Invalid Dataset,3,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,RYD,All,NA,3,69,18,11,NA,NA,NA,NA,NA,NA,5,98,102,0.653333333,8.916381664,2.986031089,0.003043924,0.055171766,1.960000038,96.14737907,107.8526209,0.545196672,0.761469995,2.328237879,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,TED,All,NA,3,4,4,3,NA,NA,NA,NA,NA,NA,6,11,16,0.305555556,95.97260702,9.796560979,0.072579284,0.269405427,1.960000038,-3.201259519,35.20125952,-0.222479081,0.833590192,0.456464398,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,TOS,All,NA,3,29,7,5,NA,NA,NA,NA,NA,NA,2,41,42,0.672131148,2.892807425,1.700825513,0.006891737,0.083016483,1.960000038,38.66638199,45.33361801,0.50941884,0.834843455,1.849297013,FALSE,NA,11/7/2012
2008-07-08_F_2F038,F_2F038,2008,7,8,WHS,All,Invalid Dataset,3,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-07-08_F_2F039,F_2F039,2008,7,8,AME,All,NA,3,1,1,0,NA,NA,NA,NA,NA,NA,1,2,2,0.666666667,0.147727273,0.384353057,0.147727273,0.384353057,1.960000038,1.246668008,2.753331992,-0.086665326,1.419998659,0.928774929,FALSE,NA,11/7/2012
2008-07-08_F_2F039,F_2F039,2008,7,8,BKD,All,NA,3,272,137,85,NA,NA,NA,NA,NA,NA,96,494,589,0.454880295,536.9949001,23.17315041,0.001077829,0.032830313,1.960000038,543.5806252,634.4193748,0.39053288,0.519227709,0.987426034,FALSE,NA,11/7/2012
2008-07-08_F_2F039,F_2F039,2008,7,8,BKT,All,NA,3,107,52,17,NA,NA,NA,NA,NA,NA,14,176,189,0.584717608,37.93996019,6.159542206,0.002105613,0.04588696,1.960000038,176.9272973,201.0727027,0.494779167,0.674656049,1.148127279,FALSE,NA,11/7/2012
2008-07-08_F_2F039,F_2F039,2008,7,8,BRT,All,Invalid Dataset,3,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
2008-07-08_F_2F039,F_2F039,2008,7,8,LGD,All,NA,3,22,25,9,NA,NA,NA,NA,NA,NA,25,56,80,0.32748538,355.3778824,18.85146897,0.01316712,0.114748072,1.960000038,43.05112082,116.9488792,0.102579159,0.552391601,4.451962533,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,AME,All,NA,3,0,2,1,NA,NA,NA,NA,NA,NA,3,3,5,0.230769231,93.64878186,9.677230072,0.337135615,0.580633804,1.960000038,-13.96737094,23.96737094,-0.907273026,1.368811487,2.723431375,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,BKD,All,NA,3,225,64,30,NA,NA,NA,NA,NA,NA,13,319,331,0.665970772,24.66656155,4.966544226,0.00089494,0.029915552,1.960000038,321.2655733,340.7344267,0.607336291,0.724605253,2.542524518,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,BKT,All,NA,3,8,1,0,NA,NA,NA,NA,NA,NA,1,9,9,0.9,0.009718939,0.098584678,0.009718939,0.098584678,1.960000038,8.806774031,9.193225969,0.706774031,1.093225969,0.126811478,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,LGD,All,NA,3,18,4,4,NA,NA,NA,NA,NA,NA,2,26,27,0.634146341,2.993688518,1.73022788,0.012337957,0.111076358,1.960000038,23.60875335,30.39124665,0.41643668,0.851856003,2.140730152,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,MTS,All,NA,3,92,47,36,NA,NA,NA,NA,NA,NA,48,175,222,0.402298851,379.7418998,19.48696744,0.003490696,0.059082108,1.960000038,183.8055438,260.1944562,0.286497918,0.518099783,1.370040372,FALSE,NA,11/7/2012
2008-07-09_F_2F009,F_2F009,2008,7,9,TOS,All,NA,3,21,5,4,NA,NA,NA,NA,NA,NA,2,30,31,0.652173913,2.749501212,1.658161998,0.010058497,0.100292056,1.960000038,27.75000248,34.24999752,0.455601483,0.848746343,1.608019016,FALSE,NA,11/7/2012
